address,city,state,postal_code,latitude,longitude,brand,cheap,fresh,variety,friendly,city_state,state_full_name
"400 S Thor St Spokane, WA 99202",Spokane,WA,99202,47.6525303,-117.3622158,kroger,4,3,4,3,"Spokane, WA",Washington
"689 North Redwood Road Saratoga Springs, UT 84045",Saratoga Springs,UT,84045,40.374687,-111.919514,kroger,4,3,4,3,"Saratoga Springs, UT",Utah
"1550 E 3500 N Lehi, UT 84043",Lehi,UT,84043,40.4296792,-111.8248596,kroger,4,3,4,3,"Lehi, UT",Utah
"1550 E 3500 N Lehi, UT 84043",Lehi,UT,84043,40.429658,-111.824465,kroger,4,3,4,3,"Lehi, UT",Utah
"5560 W 13400 S Herriman, UT 84096",Herriman,UT,84096,40.5093006,-112.023583,kroger,4,3,4,3,"Herriman, UT",Utah
"5448 W Daybreak Pkwy South Jordan, UT 84096",South Jordan,UT,84096,40.536975,-112.0229205,kroger,4,3,4,3,"South Jordan, UT",Utah
"210 E 700 S Pleasant Grove, UT 84062",Pleasant Grove,UT,84062,40.3536804,-111.7371705,kroger,4,3,4,3,"Pleasant Grove, UT",Utah
"212 E 12300 S Draper, UT 84020",Draper,UT,84020,40.5252947,-111.884865,kroger,4,3,4,3,"Draper, UT",Utah
"5448  West Daybreak Parkway South Jordan, UT 84009",South Jordan,UT,84009,40.539528,-112.0211482,kroger,4,3,4,3,"South Jordan, UT",Utah
"1634 W South Jordan Pkwy South Jordan, UT 84095",South Jordan,UT,84095,40.5642318,-111.9373314,kroger,4,3,4,3,"South Jordan, UT",Utah
"45 S State St Orem, UT 84058",Orem,UT,84058,40.296467,-111.691714,kroger,4,3,4,3,"Orem, UT",Utah
"10305 S 1300 E Sandy, UT 84094",Sandy,UT,84094,40.563806,-111.851292,kroger,4,3,4,3,"Sandy, UT",Utah
"4080 W 9000 S West Jordan, UT 84088",West Jordan,UT,84088,40.5889411,-111.9876884,kroger,4,3,4,3,"West Jordan, UT",Utah
"1820 W 9000 S West Jordan, UT 84088",West Jordan,UT,84088,40.5895572,-111.9409525,kroger,4,3,4,3,"West Jordan, UT",Utah
"1820 W 9000 S West Jordan, UT 84088",West Jordan,UT,84088,40.58958,-111.940953,kroger,4,3,4,3,"West Jordan, UT",Utah
"2039 E 9400 S Sandy, UT 84093",Sandy,UT,84093,40.5820197,-111.8327382,kroger,4,3,4,3,"Sandy, UT",Utah
"5710 W 7800 S West Jordan, UT 84081",West Jordan,UT,84081,40.611603,-112.0272,kroger,4,3,4,3,"West Jordan, UT",Utah
"5710 W 7800 S West Jordan, UT 84081",West Jordan,UT,84081,40.611606,-112.027247,kroger,4,3,4,3,"West Jordan, UT",Utah
"350 N Freedom Blvd Provo, UT 84601",Provo,UT,84601,40.2386833,-111.6613853,kroger,4,3,4,3,"Provo, UT",Utah
"7061 S Redwood Rd West Jordan, UT 84084",West Jordan,UT,84084,40.62294,-111.936814,kroger,4,3,4,3,"West Jordan, UT",Utah
"980 Fort Union Blvd Midvale, UT 84047",Midvale,UT,84047,40.6214511,-111.8633651,kroger,4,3,4,3,"Midvale, UT",Utah
"3470 Bengal Blvd Salt Lake City, UT 84121",Salt Lake City,UT,84121,40.6080952,-111.7969075,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"665 W 5300 S Murray, UT 84123",Murray,UT,84123,40.652621,-111.909176,kroger,4,3,4,3,"Murray, UT",Utah
"4643 S 4000 W West Valley City, UT 84120",West Valley City,UT,84120,40.6687277,-111.984895,kroger,4,3,4,3,"West Valley City, UT",Utah
"1117 West 400 South Springville, UT 84663",Springville,UT,84663,40.158999,-111.630137,kroger,4,3,4,3,"Springville, UT",Utah
"4065 S Redwood Rd Salt Lake City, UT 84123",Salt Lake City,UT,84123,40.6833445,-111.9375174,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"5620 W 4100 S West Valley City, UT 84128",West Valley City,UT,84128,40.6839945,-112.025747,kroger,4,3,4,3,"West Valley City, UT",Utah
"845 E 4500 S Salt Lake City, UT 84107",Salt Lake City,UT,84107,40.6755182,-111.8672391,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"8055 W 3500 S Magna, UT 84044",Magna,UT,84044,40.6951992,-112.0838735,kroger,4,3,4,3,"Magna, UT",Utah
"632 S 100 W Payson, UT 84651",Payson,UT,84651,40.0343051,-111.7349825,kroger,4,3,4,3,"Payson, UT",Utah
"3215 S Valley St Salt Lake City, UT 84109",Salt Lake City,UT,84109,40.701098,-111.798893,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"922 E 2100 S Salt Lake City, UT 84106",Salt Lake City,UT,84106,40.7242957,-111.8647051,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"1974 S 1100 E Salt Lake City, UT 84106",Salt Lake City,UT,84106,40.727181,-111.860157,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"828 S 900 W Salt Lake City, UT 84104",Salt Lake City,UT,84104,40.7513485,-111.9182308,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"876 E 800 S Salt Lake City, UT 84102",Salt Lake City,UT,84102,40.7506102,-111.8661356,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"455 S 500 E Salt Lake City, UT 84102",Salt Lake City,UT,84102,40.7593708,-111.8753724,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"455 S 500 E Salt Lake City, UT 84102",Salt Lake City,UT,84102,40.75937,-111.875327,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"873 E South Temple Salt Lake City, UT 84102",Salt Lake City,UT,84102,40.769702,-111.8660618,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"402 6Th Ave Salt Lake City, UT 84103",Salt Lake City,UT,84103,40.7754968,-111.8767899,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"1174 W 600 N Salt Lake City, UT 84116",Salt Lake City,UT,84116,40.783525,-111.92475,kroger,4,3,4,3,"Salt Lake City, UT",Utah
"550 N Main St Heber City, UT 84032",Heber City,UT,84032,40.5150415,-111.4112045,kroger,4,3,4,3,"Heber City, UT",Utah
"614 W 2600 S Woods Cross, UT 84010",Woods Cross,UT,84010,40.863615,-111.897952,kroger,4,3,4,3,"Woods Cross, UT",Utah
"555 S 200 W Bountiful, UT 84010",Bountiful,UT,84010,40.881816,-111.88385,kroger,4,3,4,3,"Bountiful, UT",Utah
"555 S 200 W Bountiful, UT 84010",Bountiful,UT,84010,40.881816,-111.88385,kroger,4,3,4,3,"Bountiful, UT",Utah
"1316 N Highway 89 Farmington, UT 84025",Farmington,UT,84025,41.0023627,-111.9066631,kroger,4,3,4,3,"Farmington, UT",Utah
"1370 West 200 North St Kaysville, UT 84037",Kaysville,UT,84037,41.040337,-111.966656,kroger,4,3,4,3,"Kaysville, UT",Utah
"1370 West 200 North Kaysville, UT 84037",Kaysville,UT,84037,41.040342,-111.966644,kroger,4,3,4,3,"Kaysville, UT",Utah
"1170 E Gentile St Layton, UT 84040",Layton,UT,84040,41.0604112,-111.943516,kroger,4,3,4,3,"Layton, UT",Utah
"951 W 1700 S Syracuse, UT 84075",Syracuse,UT,84075,41.0878341,-112.0440803,kroger,4,3,4,3,"Syracuse, UT",Utah
"217 N 2000 W West Point, UT 84015",West Point,UT,84015,41.116767,-112.067512,kroger,4,3,4,3,"West Point, UT",Utah
"217 North 2000 West West Point, UT 84015",West Point,UT,84015,41.116848,-112.06741,kroger,4,3,4,3,"West Point, UT",Utah
"2353 N Main St Sunset, UT 84015",Sunset,UT,84015,41.1479392,-112.0285688,kroger,4,3,4,3,"Sunset, UT",Utah
"4275 Harrison Blvd Ogden, UT 84403",Ogden,UT,84403,41.1853856,-111.9507229,kroger,4,3,4,3,"Ogden, UT",Utah
"1485 Harrison Blvd Ogden, UT 84404",Ogden,UT,84404,41.2409032,-111.946684,kroger,4,3,4,3,"Ogden, UT",Utah
"2434 N 400 E North Ogden, UT 84414",North Ogden,UT,84414,41.3026122,-111.9680317,kroger,4,3,4,3,"North Ogden, UT",Utah
"2434 NORTH 400 EAST North Ogden, UT 84414",North Ogden,UT,84414,41.30288,-111.966315,kroger,4,3,4,3,"North Ogden, UT",Utah
"1855 W Wendover Blvd Wendover, NV 89883",Wendover,NV,89883,40.7396328,-114.0780147,kroger,4,3,4,3,"Wendover, NV",Nevada
"1075 E Main St Price, UT 84501",Price,UT,84501,39.6003929,-110.7935349,kroger,4,3,4,3,"Price, UT",Utah
"633 S Main St Cedar City, UT 84720",Cedar City,UT,84720,37.6662364,-113.0620525,kroger,4,3,4,3,"Cedar City, UT",Utah
"20 N Bluff St Saint George, UT 84770",Saint George,UT,84770,37.1088259,-113.5914717,kroger,4,3,4,3,"Saint George, UT",Utah
"565 South Mall Drive Saint George, UT 84790",Saint George,UT,84790,37.10001,-113.53392,kroger,4,3,4,3,"Saint George, UT",Utah
"350 N Sandhill Blvd Mesquite, NV 89027",Mesquite,NV,89027,36.8083678,-114.0626908,kroger,4,3,4,3,"Mesquite, NV",Nevada
"4230 W Mcdowell Rd Phoenix, AZ 85009",Phoenix,AZ,85009,33.4678091,-112.1506813,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"100 E Jefferson St Phoenix, AZ 85004",Phoenix,AZ,85004,33.447386,-112.072287,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"6601 W Indian School Rd Phoenix, AZ 85033",Phoenix,AZ,85033,33.4930705,-112.201674,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"5140 W Baseline Rd Laveen, AZ 85339",Laveen,AZ,85339,33.3795016,-112.1703697,kroger,4,3,4,3,"Laveen, AZ",Arizona
"744 W Camelback Rd Phoenix, AZ 85013",Phoenix,AZ,85013,33.5114149,-112.0854513,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"4353 W Bethany Home Rd Glendale, AZ 85301",Glendale,AZ,85301,33.5225437,-112.1533759,kroger,4,3,4,3,"Glendale, AZ",Arizona
"520 E Baseline Rd Phoenix, AZ 85042",Phoenix,AZ,85042,33.3792846,-112.0661103,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"2626 S 83Rd Ave Phoenix, AZ 85043",Phoenix,AZ,85043,33.4241543,-112.2403308,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"1815 W Glendale Ave Phoenix, AZ 85021",Phoenix,AZ,85021,33.537101,-112.098281,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"6710 W Bethany Home Rd Glendale, AZ 85303",Glendale,AZ,85303,33.5252143,-112.2042508,kroger,4,3,4,3,"Glendale, AZ",Arizona
"4724 N 20Th St Phoenix, AZ 85016",Phoenix,AZ,85016,33.5069387,-112.0413791,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"8325 W Indian School Rd Phoenix, AZ 85037",Phoenix,AZ,85037,33.4927456,-112.2390711,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"3036 E Thomas Rd Phoenix, AZ 85016",Phoenix,AZ,85016,33.4818022,-112.0165716,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"4329 W Northern Ave Glendale, AZ 85301",Glendale,AZ,85301,33.5523776,-112.1531895,kroger,4,3,4,3,"Glendale, AZ",Arizona
"2250 E Baseline Rd Phoenix, AZ 85042",Phoenix,AZ,85042,33.3795515,-112.0318116,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"5116 W Olive Ave Glendale, AZ 85302",Glendale,AZ,85302,33.5688563,-112.1699382,kroger,4,3,4,3,"Glendale, AZ",Arizona
"4505 E Thomas Rd Phoenix, AZ 85018",Phoenix,AZ,85018,33.4791872,-111.9841093,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"3511 W Peoria Ave Phoenix, AZ 85029",Phoenix,AZ,85029,33.5806948,-112.1353489,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"10675 W Indian School Rd Avondale, AZ 85392",Avondale,AZ,85392,33.492113,-112.2884396,kroger,4,3,4,3,"Avondale, AZ",Arizona
"850 E Hatcher Rd Phoenix, AZ 85020",Phoenix,AZ,85020,33.57279,-112.061058,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"11425 W Buckeye Rd Avondale, AZ 85323",Avondale,AZ,85323,33.43396,-112.304428,kroger,4,3,4,3,"Avondale, AZ",Arizona
"2700 W Baseline Rd Tempe, AZ 85283",Tempe,AZ,85283,33.3791738,-111.9767706,kroger,4,3,4,3,"Tempe, AZ",Arizona
"4204 W Cactus Rd Phoenix, AZ 85029",Phoenix,AZ,85029,33.5979982,-112.1499809,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"9043 W Olive Ave Peoria, AZ 85345",Peoria,AZ,85345,33.564647,-112.25374,kroger,4,3,4,3,"Peoria, AZ",Arizona
"3421 W Thunderbird Rd Phoenix, AZ 85053",Phoenix,AZ,85053,33.609296,-112.1320737,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"7455 W Cactus Rd Peoria, AZ 85381",Peoria,AZ,85381,33.5944965,-112.2189306,kroger,4,3,4,3,"Peoria, AZ",Arizona
"5771 W Thunderbird Rd Glendale, AZ 85306",Glendale,AZ,85306,33.6093102,-112.1840283,kroger,4,3,4,3,"Glendale, AZ",Arizona
"3616 E Ray Rd Phoenix, AZ 85044",Phoenix,AZ,85044,33.3168353,-112.0054657,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"3232 S Mill Ave Tempe, AZ 85282",Tempe,AZ,85282,33.3938942,-111.9413326,kroger,4,3,4,3,"Tempe, AZ",Arizona
"1575 N Dysart Rd Avondale, AZ 85392",Avondale,AZ,85392,33.463042,-112.338997,kroger,4,3,4,3,"Avondale, AZ",Arizona
"3949 E Chandler Blvd Phoenix, AZ 85048",Phoenix,AZ,85048,33.3035377,-111.9987539,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"3255 S Rural Rd Tempe, AZ 85282",Tempe,AZ,85282,33.393872,-111.92449,kroger,4,3,4,3,"Tempe, AZ",Arizona
"7770 E Mcdowell Rd Scottsdale, AZ 85257",Scottsdale,AZ,85257,33.4673075,-111.9126567,kroger,4,3,4,3,"Scottsdale, AZ",Arizona
"4707 E Shea Blvd Phoenix, AZ 85028",Phoenix,AZ,85028,33.58129,-111.97913,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"7628A E Indian School Rd Scottsdale, AZ 85251",Scottsdale,AZ,85251,33.4958043,-111.9159025,kroger,4,3,4,3,"Scottsdale, AZ",Arizona
"4315 W Bell Rd Glendale, AZ 85308",Glendale,AZ,85308,33.6378817,-112.1527143,kroger,4,3,4,3,"Glendale, AZ",Arizona
"2727 W Bell Rd Phoenix, AZ 85053",Phoenix,AZ,85053,33.638177,-112.119906,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"13730 W. Camelback Rd. Litchfield Park, AZ 85340",Litchfield Park,AZ,85340,33.509991,-112.355685,kroger,4,3,4,3,"Litchfield Park, AZ",Arizona
"6611 W Bell Rd Glendale, AZ 85308",Glendale,AZ,85308,33.6368706,-112.2004963,kroger,4,3,4,3,"Glendale, AZ",Arizona
"5100 S Mcclintock Dr Tempe, AZ 85282",Tempe,AZ,85282,33.379424,-111.910917,kroger,4,3,4,3,"Tempe, AZ",Arizona
"5100 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,85282,33.379424,-111.910917,kroger,4,3,4,3,"Tempe, AZ",Arizona
"5100 S Mcclintock Dr Tempe, AZ 85282",Tempe,AZ,85282,33.3794954,-111.9108546,kroger,4,3,4,3,"Tempe, AZ",Arizona
"10660 Grand Ave Sun City, AZ 85351",Sun City,AZ,85351,33.6006735,-112.2888354,kroger,4,3,4,3,"Sun City, AZ",Arizona
"4025 E Thunderbird Rd Phoenix, AZ 85032",Phoenix,AZ,85032,33.6111029,-111.9941463,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"1311 E. Bell Rd. Phoenix, AZ 85022",Phoenix,AZ,85022,33.6387404,-112.0535518,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"1835 E Guadalupe Rd Tempe, AZ 85283",Tempe,AZ,85283,33.3622596,-111.9091445,kroger,4,3,4,3,"Tempe, AZ",Arizona
"18420 N 19Th Ave Phoenix, AZ 85023",Phoenix,AZ,85023,33.6539612,-112.1014282,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"9900 S Rural Rd Tempe, AZ 85284",Tempe,AZ,85284,33.3218957,-111.9302598,kroger,4,3,4,3,"Tempe, AZ",Arizona
"3246 E Bell Rd Phoenix, AZ 85032",Phoenix,AZ,85032,33.6419701,-112.0113244,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"20220 N 59Th Ave Glendale, AZ 85308",Glendale,AZ,85308,33.6697071,-112.1889182,kroger,4,3,4,3,"Glendale, AZ",Arizona
"1245 W Main St Mesa, AZ 85201",Mesa,AZ,85201,33.4130927,-111.8580863,kroger,4,3,4,3,"Mesa, AZ",Arizona
"8900 E Via Linda Scottsdale, AZ 85258",Scottsdale,AZ,85258,33.5704676,-111.8891685,kroger,4,3,4,3,"Scottsdale, AZ",Arizona
"10450 N 90Th St Scottsdale, AZ 85258",Scottsdale,AZ,85258,33.580826,-111.8896666,kroger,4,3,4,3,"Scottsdale, AZ",Arizona
"6321 E Greenway Rd Scottsdale, AZ 85254",Scottsdale,AZ,85254,33.624603,-111.94428,kroger,4,3,4,3,"Scottsdale, AZ",Arizona
"554 W Baseline Rd Mesa, AZ 85210",Mesa,AZ,85210,33.3805677,-111.8435935,kroger,4,3,4,3,"Mesa, AZ",Arizona
"4842 E Bell Rd Scottsdale, AZ 85254",Scottsdale,AZ,85254,33.6427785,-111.9759815,kroger,4,3,4,3,"Scottsdale, AZ",Arizona
"981 W Elliot Rd Chandler, AZ 85225",Chandler,AZ,85225,33.348099,-111.8579718,kroger,4,3,4,3,"Chandler, AZ",Arizona
"1935 N Stapley Dr Mesa, AZ 85203",Mesa,AZ,85203,33.450397,-111.802907,kroger,4,3,4,3,"Mesa, AZ",Arizona
"1950 W Ray Rd Chandler, AZ 85224",Chandler,AZ,85224,33.321889,-111.8749268,kroger,4,3,4,3,"Chandler, AZ",Arizona
"9245 W Union Hills Dr Peoria, AZ 85382",Peoria,AZ,85382,33.651245,-112.2565525,kroger,4,3,4,3,"Peoria, AZ",Arizona
"20427 N Hayden Rd Scottsdale, AZ 85255",Scottsdale,AZ,85255,33.671108,-111.904221,kroger,4,3,4,3,"Scottsdale, AZ",Arizona
"6625 W Happy Valley Rd Glendale, AZ 85310",Glendale,AZ,85310,33.710617,-112.2015046,kroger,4,3,4,3,"Glendale, AZ",Arizona
"8375 W Deer Valley Rd Peoria, AZ 85382",Peoria,AZ,85382,33.6802843,-112.2399064,kroger,4,3,4,3,"Peoria, AZ",Arizona
"29455 N Cave Creek Rd Cave Creek, AZ 85331",Cave Creek,AZ,85331,33.7524364,-111.9904257,kroger,4,3,4,3,"Cave Creek, AZ",Arizona
"16380 W Yuma Rd Goodyear, AZ 85338",Goodyear,AZ,85338,33.437491,-112.411304,kroger,4,3,4,3,"Goodyear, AZ",Arizona
"13982 W Waddell Rd Surprise, AZ 85379",Surprise,AZ,85379,33.6111819,-112.3615051,kroger,4,3,4,3,"Surprise, AZ",Arizona
"19403 N. RH Johnson BLVD Sun City West, AZ 85375",Sun City West,AZ,85375,33.6612135,-112.3533135,kroger,4,3,4,3,"Sun City West, AZ",Arizona
"2010 S Alma School Rd Chandler, AZ 85286",Chandler,AZ,85286,33.275562,-111.8609191,kroger,4,3,4,3,"Chandler, AZ",Arizona
"855 W Warner Rd Gilbert, AZ 85233",Gilbert,AZ,85233,33.3339918,-111.8083638,kroger,4,3,4,3,"Gilbert, AZ",Arizona
"1845 E Baseline Rd Gilbert, AZ 85233",Gilbert,AZ,85233,33.3769467,-111.7911336,kroger,4,3,4,3,"Gilbert, AZ",Arizona
"2727 E Broadway Rd Mesa, AZ 85204",Mesa,AZ,85204,33.4064146,-111.7723364,kroger,4,3,4,3,"Mesa, AZ",Arizona
"87 E Williams Field Rd Gilbert, AZ 85295",Gilbert,AZ,85295,33.3048641,-111.7879439,kroger,4,3,4,3,"Gilbert, AZ",Arizona
"20797 N John Wayne Pkwy Maricopa, AZ 85139",Maricopa,AZ,85139,33.0677005,-112.0443417,kroger,4,3,4,3,"Maricopa, AZ",Arizona
"985 E Riggs Rd Chandler, AZ 85249",Chandler,AZ,85249,33.2173551,-111.8251725,kroger,4,3,4,3,"Chandler, AZ",Arizona
"2929 E. Ocotillo Rd. Chandler, AZ 85249",Chandler,AZ,85249,33.2455194,-111.7915797,kroger,4,3,4,3,"Chandler, AZ",Arizona
"714 S Val Vista Dr Gilbert, AZ 85296",Gilbert,AZ,85296,33.3373394,-111.7571804,kroger,4,3,4,3,"Gilbert, AZ",Arizona
"25401 N. Lake Pleasant Parkway Peoria, AZ 85383",Peoria,AZ,85383,33.714506,-112.267787,kroger,4,3,4,3,"Peoria, AZ",Arizona
"2800 West Dove Valley Phoenix, AZ 85085",Phoenix,AZ,85085,33.786026,-112.1194,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"4815 E Carefree Hwy Ste 100 Cave Creek, AZ 85331",Cave Creek,AZ,85331,33.797217,-111.9766901,kroger,4,3,4,3,"Cave Creek, AZ",Arizona
"39508 N Daisy Mountain Dr Phoenix, AZ 85086",Phoenix,AZ,85086,33.8444841,-112.1338324,kroger,4,3,4,3,"Phoenix, AZ",Arizona
"15510 W Bell Rd Surprise, AZ 85374",Surprise,AZ,85374,33.640373,-112.395334,kroger,4,3,4,3,"Surprise, AZ",Arizona
"4440 E Main St Mesa, AZ 85205",Mesa,AZ,85205,33.4173282,-111.7349675,kroger,4,3,4,3,"Mesa, AZ",Arizona
"14845 E Shea Blvd Fountain Hills, AZ 85268",Fountain Hills,AZ,85268,33.5789606,-111.7604044,kroger,4,3,4,3,"Fountain Hills, AZ",Arizona
"15215 N Cotton Ln Surprise, AZ 85388",Surprise,AZ,85388,33.622631,-112.424642,kroger,4,3,4,3,"Surprise, AZ",Arizona
"6470 S Higley Rd Gilbert, AZ 85298",Gilbert,AZ,85298,33.232731,-111.723131,kroger,4,3,4,3,"Gilbert, AZ",Arizona
"3261 E Pecos Rd Gilbert, AZ 85295",Gilbert,AZ,85295,33.2904394,-111.7196264,kroger,4,3,4,3,"Gilbert, AZ",Arizona
"4075 E Williams Field Rd Gilbert, AZ 85295",Gilbert,AZ,85295,33.305026,-111.702384,kroger,4,3,4,3,"Gilbert, AZ",Arizona
"2858 N Pinal Ave Casa Grande, AZ 85122",Casa Grande,AZ,85122,32.9404572,-111.754323,kroger,4,3,4,3,"Casa Grande, AZ",Arizona
"25105 S Ellsworth Rd Queen Creek, AZ 85142",Queen Creek,AZ,85142,33.2203439,-111.634323,kroger,4,3,4,3,"Queen Creek, AZ",Arizona
"1455 N Higley Rd Gilbert, AZ 85234",Gilbert,AZ,85234,33.376732,-111.720379,kroger,4,3,4,3,"Gilbert, AZ",Arizona
"542 E Hunt Hwy San Tan Valley, AZ 85143",San Tan Valley,AZ,85143,33.1607521,-111.5601377,kroger,4,3,4,3,"San Tan Valley, AZ",Arizona
"155 W Combs Rd San Tan Valley, AZ 85140",San Tan Valley,AZ,85140,33.2180807,-111.5657403,kroger,4,3,4,3,"San Tan Valley, AZ",Arizona
"1915 S Power Rd Mesa, AZ 85206",Mesa,AZ,85206,33.3804196,-111.6853011,kroger,4,3,4,3,"Mesa, AZ",Arizona
"1385 E Florence Blvd Casa Grande, AZ 85122",Casa Grande,AZ,85122,32.8786361,-111.7277347,kroger,4,3,4,3,"Casa Grande, AZ",Arizona
"2724 S. Signal Butte Rd. Mesa, AZ 85209",Mesa,AZ,85209,33.365795,-111.603924,kroger,4,3,4,3,"Mesa, AZ",Arizona
"5941 E Mckellips Rd Mesa, AZ 85215",Mesa,AZ,85215,33.4503008,-111.7028442,kroger,4,3,4,3,"Mesa, AZ",Arizona
"435 S Ellsworth Rd Mesa, AZ 85208",Mesa,AZ,85208,33.4068667,-111.630782,kroger,4,3,4,3,"Mesa, AZ",Arizona
"150 E. Old West Highway Apache Junction, AZ 85119",Apache Junction,AZ,85119,33.414069,-111.543981,kroger,4,3,4,3,"Apache Junction, AZ",Arizona
"12100 N Thornydale Rd Marana, AZ 85658",Marana,AZ,85658,32.4262894,-111.0450321,kroger,4,3,4,3,"Marana, AZ",Arizona
"19600 W Indian School Rd Buckeye, AZ 85396",Buckeye,AZ,85396,33.495296,-112.481823,kroger,4,3,4,3,"Buckeye, AZ",Arizona
"3100 N Glassford Hill Rd Prescott Valley, AZ 86314",Prescott Valley,AZ,86314,34.587977,-112.34197,kroger,4,3,4,3,"Prescott Valley, AZ",Arizona
"950 Fair St Prescott, AZ 86305",Prescott,AZ,86305,34.5543377,-112.4824255,kroger,4,3,4,3,"Prescott, AZ",Arizona
"3198 Willow Creek Rd Prescott, AZ 86301",Prescott,AZ,86301,34.6005962,-112.4584399,kroger,4,3,4,3,"Prescott, AZ",Arizona
"1300 S Watson Rd Buckeye, AZ 85326",Buckeye,AZ,85326,33.434938,-112.558496,kroger,4,3,4,3,"Buckeye, AZ",Arizona
"500 W 24Th St Yuma, AZ 85364",Yuma,AZ,85364,32.6855397,-114.6259985,kroger,4,3,4,3,"Yuma, AZ",Arizona
"11203 S Frontage Rd Yuma, AZ 85367",Yuma,AZ,85367,32.6680073,-114.4405946,kroger,4,3,4,3,"Yuma, AZ",Arizona
"109 W Birch St Calexico, CA 92231",Calexico,CA,92231,32.6804539,-115.5017072,kroger,4,3,4,3,"Calexico, CA",California
"80 Acoma Blvd N Lake Havasu City, AZ 86403",Lake Havasu City,AZ,86403,34.47731,-114.322037,kroger,4,3,4,3,"Lake Havasu City, AZ",Arizona
"4747 S Highway 95 Fort Mohave, AZ 86426",Fort Mohave,AZ,86426,35.0194839,-114.5998555,kroger,4,3,4,3,"Fort Mohave, AZ",Arizona
"1775 Lakeside Dr Bullhead City, AZ 86442",Bullhead City,AZ,86442,35.1064778,-114.6136766,kroger,4,3,4,3,"Bullhead City, AZ",Arizona
"2115 Highway 60 #200 Globe, AZ 85539",Globe,AZ,85539,33.4203709,-110.8167008,kroger,4,3,4,3,"Globe, AZ",Arizona
"4351 E Highway 90 Sierra Vista, AZ 85635",Sierra Vista,AZ,85635,31.5564185,-110.2535174,kroger,4,3,4,3,"Sierra Vista, AZ",Arizona
"8080 S Houghton Rd Tucson, AZ 85747",Tucson,AZ,85747,32.1053821,-110.7740016,kroger,4,3,4,3,"Tucson, AZ",Arizona
"9401 E 22Nd St Tucson, AZ 85710",Tucson,AZ,85710,32.2077973,-110.7918497,kroger,4,3,4,3,"Tucson, AZ",Arizona
"7812 E Speedway Blvd Tucson, AZ 85710",Tucson,AZ,85710,32.2340701,-110.825661,kroger,4,3,4,3,"Tucson, AZ",Arizona
"7050 E Golf Links Rd Tucson, AZ 85730",Tucson,AZ,85730,32.1902047,-110.8425029,kroger,4,3,4,3,"Tucson, AZ",Arizona
"7050 E 22Nd St Tucson, AZ 85710",Tucson,AZ,85710,32.204473,-110.8424289,kroger,4,3,4,3,"Tucson, AZ",Arizona
"15950 S Rancho Sahuarita Blvd Sahuarita, AZ 85629",Sahuarita,AZ,85629,31.9603816,-110.9859764,kroger,4,3,4,3,"Sahuarita, AZ",Arizona
"4150 E 22Nd St Tucson, AZ 85711",Tucson,AZ,85711,32.2051308,-110.9041469,kroger,4,3,4,3,"Tucson, AZ",Arizona
"2001 E Irvington Rd Tucson, AZ 85714",Tucson,AZ,85714,32.1648579,-110.9419925,kroger,4,3,4,3,"Tucson, AZ",Arizona
"2480 N Swan Rd Tucson, AZ 85712",Tucson,AZ,85712,32.2525216,-110.8910576,kroger,4,3,4,3,"Tucson, AZ",Arizona
"3640 S 16Th Ave Tucson, AZ 85713",Tucson,AZ,85713,32.1803216,-110.9826233,kroger,4,3,4,3,"Tucson, AZ",Arizona
