address,city,state,postal_code,latitude,longitude,brand,cheap,fresh,variety,friendly,city_state,state_full_name
5555 Youngstown Warren Rd,Niles,OH,44446-4804,41.216528,-80.752596,target,5,4,4,3,"Niles, OH",Ohio
417 Boardman Poland Rd,Boardman,OH,44512-4907,41.021135,-80.645763,target,5,4,4,3,"Boardman, OH",Ohio
4737 Valley View Blvd NW,Roanoke,VA,24012-2000,37.299674,-79.958603,target,5,4,4,3,"Roanoke, VA",Virginia
155 Holt Garrison Pkwy,Danville,VA,24540-5947,36.599244,-79.418579,target,5,4,4,3,"Danville, VA",Virginia
4037 Durham Chapel Hill Blvd,Durham,NC,27707-2516,35.966462,-78.959448,target,5,4,4,3,"Durham, NC",North Carolina
8210 Renaissance Pkwy,Durham,NC,27713-6688,35.903257,-78.956402,target,5,4,4,3,"Durham, NC",North Carolina
5001 University Towne Center Dr,Morgantown,WV,26501-2267,39.649432,-80.000996,target,5,4,4,3,"Morgantown, WV",West Virginia
335 Washington Rd,Washington,PA,15301-2701,40.188115,-80.226996,target,5,4,4,3,"Washington, PA",Pennsylvania
120 Matthew Dr,Uniontown,PA,15401-8418,39.907944,-79.757993,target,5,4,4,3,"Uniontown, PA",Pennsylvania
600 Chauvet Dr,Pittsburgh,PA,15275-1043,40.445763,-80.183284,target,5,4,4,3,"Pittsburgh, PA",Pennsylvania
201 S Hills Vlg,Pittsburgh,PA,15241-1408,40.344245,-80.057074,target,5,4,4,3,"Pittsburgh, PA",Pennsylvania
1717 Lebanon Church Rd,West Mifflin,PA,15236-1450,40.348613,-79.953199,target,5,4,4,3,"West Mifflin, PA",Pennsylvania
87 Wagner Rd,Monaca,PA,15061-2141,40.680831,-80.312081,target,5,4,4,3,"Monaca, PA",Pennsylvania
288 Mt Nebo Pointe Dr,Pittsburgh,PA,15237-1317,40.535463,-80.067772,target,5,4,4,3,"Pittsburgh, PA",Pennsylvania
360 Waterfront Dr E,Homestead,PA,15120-5004,40.410763,-79.910806,target,5,4,4,3,"Homestead, PA",Pennsylvania
4801 McKnight Rd Ste 3,Pittsburgh,PA,15237-3423,40.526686,-80.007524,target,5,4,4,3,"Pittsburgh, PA",Pennsylvania
6231 PENN AVE,Pittsburgh,PA,15206,40.460865,-79.922276,target,5,4,4,3,"Pittsburgh, PA",Pennsylvania
9805 McKnight Rd,Pittsburgh,PA,15237-6008,40.585505,-80.0411,target,5,4,4,3,"Pittsburgh, PA",Pennsylvania
8931 Route 30,North Huntingdon,PA,15642-2791,40.320843,-79.688342,target,5,4,4,3,"North Huntingdon, PA",Pennsylvania
1717 Route 228,Cranberry Twp,PA,16066-5312,40.688076,-80.084992,target,5,4,4,3,"Cranberry Twp, PA",Pennsylvania
4004 Monroeville Blvd,Monroeville,PA,15146-2506,40.434376,-79.772037,target,5,4,4,3,"Monroeville, PA",Pennsylvania
6206 State Rte 30,Greensburg,PA,15601-6399,40.303526,-79.596178,target,5,4,4,3,"Greensburg, PA",Pennsylvania
2661 Freeport Rd,Pittsburgh,PA,15238-1441,40.537955,-79.837073,target,5,4,4,3,"Pittsburgh, PA",Pennsylvania
550 Grandview Crossing Dr,Gibsonia,PA,15044-7105,40.642337,-79.941313,target,5,4,4,3,"Gibsonia, PA",Pennsylvania
200 Butler Commons,Butler,PA,16001-2482,40.874961,-79.941553,target,5,4,4,3,"Butler, PA",Pennsylvania
7129 O'Kelly Chapel Road,Cary,NC,27519,35.844771,-78.885305,target,5,4,4,3,"Cary, NC",North Carolina
1201 Beaver Creek Commons Dr,Apex,NC,27502-3922,35.744923,-78.877201,target,5,4,4,3,"Apex, NC",North Carolina
8651 Brier Creek Pkwy,Raleigh,NC,27617-7325,35.902854,-78.785834,target,5,4,4,3,"Raleigh, NC",North Carolina
3001 Market Center Dr,Morrisville,NC,27560,35.805402,-78.816133,target,5,4,4,3,"Morrisville, NC",North Carolina
4841 Grove Barton Rd,Raleigh,NC,27613-1900,35.870472,-78.719468,target,5,4,4,3,"Raleigh, NC",North Carolina
2021 Walnut St,Cary,NC,27518-9205,35.758061,-78.738405,target,5,4,4,3,"Cary, NC",North Carolina
2512 Hillsborough St,Raleigh,NC,27607-7249,35.788206,-78.668787,target,5,4,4,3,"Raleigh, NC",North Carolina
4191 The Circle at North Hills St,Raleigh,NC,27609-5712,35.836291,-78.642612,target,5,4,4,3,"Raleigh, NC",North Carolina
4510 Garth Rd,Baytown,TX,77521-2124,29.771681,-94.976375,target,5,4,4,3,"Baytown, TX",Texas
6128 Broadway St,Galveston,TX,77551-1030,29.290682,-94.8403,target,5,4,4,3,"Galveston, TX",Texas
255 Marina Bay Dr,Clear Lake Shores,TX,77565-2671,29.539103,-95.022659,target,5,4,4,3,"Clear Lake Shores, TX",Texas
1801 Gulf Fwy,Dickinson,TX,77539-3207,29.465769,-95.085194,target,5,4,4,3,"Dickinson, TX",Texas
5757 Fairmont Pkwy,Pasadena,TX,77505-3905,29.65225,-95.152497,target,5,4,4,3,"Pasadena, TX",Texas
1801 W Bay Area Blvd,Webster,TX,77598-3403,29.53649,-95.151593,target,5,4,4,3,"Webster, TX",Texas
8503 S Sam Houston Pkwy E,Houston,TX,77075-4857,29.60213,-95.26457,target,5,4,4,3,"Houston, TX",Texas
6801 FM 1960 Rd W,Houston,TX,77069-3803,29.968063,-95.531155,target,5,4,4,3,"Houston, TX",Texas
21515 Tomball Pkwy,Houston,TX,77070-1647,30.000192,-95.58411,target,5,4,4,3,"Houston, TX",Texas
2580 Shearn St,Houston,TX,77007,29.774663,-95.384816,target,5,4,4,3,"Houston, TX",Texas
13250 Northwest Fwy,Houston,TX,77040-6003,29.849244,-95.502707,target,5,4,4,3,"Houston, TX",Texas
12701 FM 1960 Rd W,Houston,TX,77065-4014,29.919296,-95.604957,target,5,4,4,3,"Houston, TX",Texas
4323 San Felipe St,Houston,TX,77027-3406,29.745243,-95.453373,target,5,4,4,3,"Houston, TX",Texas
8500 Main St,Houston,TX,77025-2703,29.692869,-95.418438,target,5,4,4,3,"Houston, TX",Texas
25901 Highway 290,Cypress,TX,77429-1099,29.969864,-95.696189,target,5,4,4,3,"Cypress, TX",Texas
984 Gessner Rd,Houston,TX,77024-2505,29.782473,-95.542267,target,5,4,4,3,"Houston, TX",Texas
6955 Highway 6 N,Houston,TX,77084-1313,29.877608,-95.646855,target,5,4,4,3,"Houston, TX",Texas
300 Meyerland Plaza Mall,Houston,TX,77096-1611,29.686678,-95.462488,target,5,4,4,3,"Houston, TX",Texas
8605 Westheimer Rd,Houston,TX,77063-4201,29.735151,-95.517449,target,5,4,4,3,"Houston, TX",Texas
10801 Westheimer Rd,Houston,TX,77042-3201,29.735533,-95.568335,target,5,4,4,3,"Houston, TX",Texas
3045 Silverlake Village St,Pearland,TX,77584-8080,29.553337,-95.384025,target,5,4,4,3,"Pearland, TX",Texas
2700 Eldridge Pkwy,Houston,TX,77082-6870,29.733015,-95.626743,target,5,4,4,3,"Houston, TX",Texas
19955 Katy Fwy,Houston,TX,77094-1019,29.782355,-95.716756,target,5,4,4,3,"Houston, TX",Texas
6000 Highway 6,Missouri City,TX,77459-4163,29.565628,-95.567324,target,5,4,4,3,"Missouri City, TX",Texas
16300 Southwest Fwy,Sugar Land,TX,77479-2371,29.596464,-95.627224,target,5,4,4,3,"Sugar Land, TX",Texas
23710 Westheimer Pkwy,Katy,TX,77494-3605,29.735751,-95.775786,target,5,4,4,3,"Katy, TX",Texas
10241 W Grand Pkwy S,Richmond,TX,77407-2259,29.658214,-95.71077,target,5,4,4,3,"Richmond, TX",Texas
23912 Commercial Dr,Rosenberg,TX,77471-6204,29.547754,-95.751454,target,5,4,4,3,"Rosenberg, TX",Texas
202 Highway 332 W,Lake Jackson,TX,77566-4013,29.050208,-95.464699,target,5,4,4,3,"Lake Jackson, TX",Texas
3550 S General Bruce Dr,Temple,TX,76504-5133,31.0926,-97.3855,target,5,4,4,3,"Temple, TX",Texas
201 E Central Texas Expy,Harker Heights,TX,76548-2747,31.073937,-97.66253,target,5,4,4,3,"Harker Heights, TX",Texas
18700 Limestone Commercial Dr,Pflugerville,TX,78660-6545,30.467371,-97.598124,target,5,4,4,3,"Pflugerville, TX",Texas
1021 W University Ste B3,Georgetown,TX,78628-5339,30.631512,-97.698122,target,5,4,4,3,"Georgetown, TX",Texas
121 Louis Henna Blvd,Round Rock,TX,78664-7307,30.4791,-97.6694,target,5,4,4,3,"Round Rock, TX",Texas
7608 NE Zac Lentz Pkwy,Victoria,TX,77904-1390,28.865442,-96.999353,target,5,4,4,3,"Victoria, TX",Texas
5621 N I H 35,Austin,TX,78723-2431,30.316057,-97.70676,target,5,4,4,3,"Austin, TX",Texas
8601 Research Blvd,Austin,TX,78758-7121,30.362314,-97.715779,target,5,4,4,3,"Austin, TX",Texas
60 Longview Dr,Bangor,ME,04401-3629,44.842191,-68.74156,target,5,4,4,3,"Bangor, ME",Maine
3401 Raleigh Road Pkwy W,Wilson,NC,27896-8219,35.740634,-77.965368,target,5,4,4,3,"Wilson, NC",North Carolina
12000 Retail Dr,Wake Forest,NC,27587-7353,35.97435,-78.541429,target,5,4,4,3,"Wake Forest, NC",North Carolina
7900 Old Wake Forest Rd,Raleigh,NC,27616-3319,35.865849,-78.567983,target,5,4,4,3,"Raleigh, NC",North Carolina
1000 Shoppes at Midway Dr,Knightdale,NC,27545-7313,35.79819,-78.509218,target,5,4,4,3,"Knightdale, NC",North Carolina
3410 Dr Martin Luther King Jr Blvd,New Bern,NC,28562-5220,35.101464,-77.09676,target,5,4,4,3,"New Bern, NC",North Carolina
6700 Peach St,Erie,PA,16509-7712,42.055523,-80.094522,target,5,4,4,3,"Erie, PA",Pennsylvania
5622 Amanda Ln,Orchard Park,NY,14127-1555,42.792084,-78.783726,target,5,4,4,3,"Orchard Park, NY",New York
4920 Transit Rd,Depew,NY,14043-4625,42.879326,-78.698331,target,5,4,4,3,"Depew, NY",New York
1750 Walden Ave,Cheektowaga,NY,14225-4925,42.910928,-78.772622,target,5,4,4,3,"Cheektowaga, NY",New York
2626 Delaware Ave,Buffalo,NY,14216-1737,42.955802,-78.873757,target,5,4,4,3,"Buffalo, NY",New York
8290 Transit Rd,Williamsville,NY,14221-2820,42.994664,-78.698502,target,5,4,4,3,"Williamsville, NY",New York
1575 Niagara Falls Blvd,Amherst,NY,14228-2704,42.998587,-78.818665,target,5,4,4,3,"Amherst, NY",New York
4300 Veterans Memorial Dr,Batavia,NY,14020-1258,43.015991,-78.201993,target,5,4,4,3,"Batavia, NY",New York
7414 Niagara Falls Blvd,Niagara Falls,NY,14304-1720,43.089764,-78.979833,target,5,4,4,3,"Niagara Falls, NY",New York
1040 Timber Dr E,Garner,NC,27529-6913,35.687567,-78.579221,target,5,4,4,3,"Garner, NC",North Carolina
2700 Timber Dr,Garner,NC,27529-2591,35.715937,-78.638227,target,5,4,4,3,"Garner, NC",North Carolina
1204 Sunburst Dr,Goldsboro,NC,27534-8202,35.379623,-77.939423,target,5,4,4,3,"Goldsboro, NC",North Carolina
3250 US Hwy 41 W,Marquette,MI,49855-9483,46.551176,-87.460326,target,5,4,4,3,"Marquette, MI",Michigan
1001 13th St S,Virginia,MN,55792-3254,47.510808,-92.549759,target,5,4,4,3,"Virginia, MN",Minnesota
2140 S Pokegama Ave,Grand Rapids,MN,55744-5124,47.209549,-93.527193,target,5,4,4,3,"Grand Rapids, MN",Minnesota
2100 Paul Bunyan Dr NW,Bemidji,MN,56601-5645,47.493679,-94.910564,target,5,4,4,3,"Bemidji, MN",Minnesota
3601 32nd Ave S,Grand Forks,ND,58201-5911,47.887188,-97.079468,target,5,4,4,3,"Grand Forks, ND",North Dakota
600 Kirkwood Mall,Bismarck,ND,58504-5704,46.799078,-100.783506,target,5,4,4,3,"Bismarck, ND",North Dakota
2400 10th St SW,Minot,ND,58701-2013,48.207108,-101.313391,target,5,4,4,3,"Minot, ND",North Dakota
1395D Western Blvd,Jacksonville,NC,28546-6663,34.785885,-77.404038,target,5,4,4,3,"Jacksonville, NC",North Carolina
2725 N Main St,Roswell,NM,88201-6512,33.427761,-104.521793,target,5,4,4,3,"Roswell, NM",New Mexico
3909 E 42nd St,Odessa,TX,79762-5939,31.89194,-102.34782,target,5,4,4,3,"Odessa, TX",Texas
7302 University Ave,Lubbock,TX,79423-1423,33.528009,-101.872299,target,5,4,4,3,"Lubbock, TX",Texas
4001 N Midland Dr,Midland,TX,79707-3534,32.023796,-102.145453,target,5,4,4,3,"Midland, TX",Texas
3710 Ridgemont Dr,Abilene,TX,79606-2726,32.405417,-99.767259,target,5,4,4,3,"Abilene, TX",Texas
4235 Sunset Dr,San Angelo,TX,76904-5653,31.431875,-100.501245,target,5,4,4,3,"San Angelo, TX",Texas
1101 C-Bar Ranch Trl Lot #2,Cedar Park,TX,78613,30.528318,-97.813337,target,5,4,4,3,"Cedar Park, TX",Texas
10900 Lakeline Mall Dr,Austin,TX,78717-5924,30.476154,-97.796425,target,5,4,4,3,"Austin, TX",Texas
10107 Research Blvd,Austin,TX,78759-5803,30.392679,-97.744668,target,5,4,4,3,"Austin, TX",Texas
11220 FM 2222,Austin,TX,78730-1001,30.402109,-97.850225,target,5,4,4,3,"Austin, TX",Texas
3702 Ranch Rd 620 S,Bee Cave,TX,78738-6304,30.316956,-97.954375,target,5,4,4,3,"Bee Cave, TX",Texas
2021 Guadalupe St,Austin,TX,78705-5654,30.283605,-97.741641,target,5,4,4,3,"Austin, TX",Texas
2300 W Ben White Blvd,Austin,TX,78704-7525,30.233362,-97.792106,target,5,4,4,3,"Austin, TX",Texas
5300 S Mo Pac Expy,Austin,TX,78749-1112,30.2337,-97.8285,target,5,4,4,3,"Austin, TX",Texas
21500 NE Halsey St,Fairview,OR,97024-8616,45.532785,-122.442144,target,5,4,4,3,"Fairview, OR",Oregon
16200 SE Mill Plain Blvd,Vancouver,WA,98684-9638,45.616707,-122.505134,target,5,4,4,3,"Vancouver, WA",Washington
9401 NE Cascades Pkwy,Portland,OR,97220-6824,45.57659,-122.564823,target,5,4,4,3,"Portland, OR",Oregon
9800 SE Washington St,Portland,OR,97216-2420,45.516017,-122.562351,target,5,4,4,3,"Portland, OR",Oregon
7809C NE Vancouver Plaza Dr,Vancouver,WA,98662-6624,45.650676,-122.591779,target,5,4,4,3,"Vancouver, WA",Washington
9400 192nd Ave E,Bonney Lake,WA,98391-8564,47.172074,-122.171692,target,5,4,4,3,"Bonney Lake, WA",Washington
9000 SE Sunnyside Rd,Clackamas,OR,97015-9758,45.431404,-122.57081,target,5,4,4,3,"Clackamas, OR",Oregon
8801 NE Hazel Dell Ave,Vancouver,WA,98665-8145,45.686388,-122.667686,target,5,4,4,3,"Vancouver, WA",Washington
10302 156Th St E,Puyallup,WA,98374-9321,47.113456,-122.292214,target,5,4,4,3,"Puyallup, WA",Washington
1555 N Tomahawk Island Dr,Portland,OR,97217-8296,45.612967,-122.682361,target,5,4,4,3,"Portland, OR",Oregon
939 SW Morrison,Portland,OR,97205-2726,45.520151,-122.681848,target,5,4,4,3,"Portland, OR",Oregon
3310 S Meridian,Puyallup,WA,98373-3777,47.159345,-122.295164,target,5,4,4,3,"Puyallup, WA",Washington
26301 104th Ave SE,Kent,WA,98030-7649,47.366609,-122.202974,target,5,4,4,3,"Kent, WA",Washington
9009 SW Hall Blvd,Tigard,OR,97223-4432,45.454165,-122.779459,target,5,4,4,3,"Tigard, OR",Oregon
2201 S Commons,Federal Way,WA,98003-6023,47.313592,-122.305539,target,5,4,4,3,"Federal Way, WA",Washington
10775 SW Beaverton Hillsdale Hwy,Beaverton,OR,97005-3001,45.487853,-122.788207,target,5,4,4,3,"Beaverton, OR",Oregon
25925 SW Heather Pl,Wilsonville,OR,97070-5785,45.333101,-122.766997,target,5,4,4,3,"Wilsonville, OR",Oregon
1215 N Landing Way,Renton,WA,98057-5521,47.496772,-122.200399,target,5,4,4,3,"Renton, WA",Washington
301 Strander Blvd,Tukwila,WA,98188-2971,47.455299,-122.258402,target,5,4,4,3,"Tukwila, WA",Washington
18101 NW Evergreen Pkwy,Beaverton,OR,97006-7439,45.539154,-122.864855,target,5,4,4,3,"Beaverton, OR",Oregon
21365 SW Baler Way,Sherwood,OR,97140-8989,45.366442,-122.838655,target,5,4,4,3,"Sherwood, OR",Oregon
4053 Factoria Square Mall SE,Bellevue,WA,98006-1286,47.574202,-122.172947,target,5,4,4,3,"Bellevue, WA",Washington
5618 Lakewood Town Center Blvd SW,Lakewood,WA,98499-3894,47.163639,-122.511782,target,5,4,4,3,"Lakewood, WA",Washington
205 Three Rivers Dr,Kelso,WA,98626-3127,46.142714,-122.899321,target,5,4,4,3,"Kelso, WA",Washington
3320 S 23rd St,Tacoma,WA,98405-1603,47.237213,-122.479943,target,5,4,4,3,"Tacoma, WA",Washington
2295 SE Tualatin Valley Hwy,Hillsboro,OR,97123-7915,45.507197,-122.957016,target,5,4,4,3,"Hillsboro, OR",Oregon
2800 SW Barton St,Seattle,WA,98126-3975,47.521889,-122.368834,target,5,4,4,3,"Seattle, WA",Washington
13950 NE 178th Pl,Woodinville,WA,98072-3523,47.758916,-122.154601,target,5,4,4,3,"Woodinville, WA",Washington
1401 2nd Ave,Seattle,WA,98101-2007,47.608941,-122.339058,target,5,4,4,3,"Seattle, WA",Washington
11400 51st Ave NW,Gig Harbor,WA,98332-7891,47.360864,-122.607339,target,5,4,4,3,"Gig Harbor, WA",Washington
665 Sleater Kinney Rd SE,Lacey,WA,98503-1007,47.042749,-122.83586,target,5,4,4,3,"Lacey, WA",Washington
302 NE Northgate Way,Seattle,WA,98125-6047,47.70897,-122.325012,target,5,4,4,3,"Seattle, WA",Washington
18305 Alderwood Mall Pkwy,Lynnwood,WA,98037-3961,47.832446,-122.266588,target,5,4,4,3,"Lynnwood, WA",Washington
2925 Harrison Ave NW,Olympia,WA,98502-2566,47.044627,-122.937368,target,5,4,4,3,"Olympia, WA",Washington
405 SE Everett Mall Way,Everett,WA,98208-3243,47.910051,-122.226784,target,5,4,4,3,"Everett, WA",Washington
3201 NW Randall Way,Silverdale,WA,98383-7952,47.658217,-122.694049,target,5,4,4,3,"Silverdale, WA",Washington
16818 Twin Lakes Ave,Marysville,WA,98271-4724,48.149416,-122.192027,target,5,4,4,3,"Marysville, WA",Washington
199 Cascade Mall Dr,Burlington,WA,98233-3251,48.465356,-122.338606,target,5,4,4,3,"Burlington, WA",Washington
30 Bellis Fair Pkwy,Bellingham,WA,98226-5573,48.786495,-122.493602,target,5,4,4,3,"Bellingham, WA",Washington
1910 Bob Bullock Loop,Laredo,TX,78043-9733,27.51611,-99.451807,target,5,4,4,3,"Laredo, TX",Texas
7501 San Dario Ave,Laredo,TX,78045-7207,27.569584,-99.499934,target,5,4,4,3,"Laredo, TX",Texas
7400 N 10th St,Mcallen,TX,78504-7700,26.268482,-98.216553,target,5,4,4,3,"Mcallen, TX",Texas
3600 Nolana Ave,Mcallen,TX,78504-4594,26.24457,-98.254367,target,5,4,4,3,"Mcallen, TX",Texas
2427 E Expressway 83,Mission,TX,78572-8354,26.197203,-98.283669,target,5,4,4,3,"Mission, TX",Texas
5425 S Padre Island Dr,Corpus Christi,TX,78411-5301,27.706821,-97.374015,target,5,4,4,3,"Corpus Christi, TX",Texas
708 E Expressway 83,Mcallen,TX,78503-1609,26.186369,-98.213058,target,5,4,4,3,"Mcallen, TX",Texas
1002 Dixieland Rd,Harlingen,TX,78552-5913,26.183007,-97.721719,target,5,4,4,3,"Harlingen, TX",Texas
301 E Morrison Rd,Brownsville,TX,78526-3366,25.9686,-97.509487,target,5,4,4,3,"Brownsville, TX",Texas
2810 SW Military Dr,San Antonio,TX,78224-1032,29.355947,-98.542542,target,5,4,4,3,"San Antonio, TX",Texas
3227 SE Military Dr,San Antonio,TX,78223-3876,29.353592,-98.436513,target,5,4,4,3,"San Antonio, TX",Texas
8223 State Highway 151,San Antonio,TX,78245-2104,29.438798,-98.64903,target,5,4,4,3,"San Antonio, TX",Texas
5355 W Loop 1604 N,San Antonio,TX,78253-5300,29.493253,-98.709562,target,5,4,4,3,"San Antonio, TX",Texas
4522 Fredricksburg Rd,Balcones Heights,TX,78201-6521,29.494545,-98.551497,target,5,4,4,3,"Balcones Heights, TX",Texas
1223 Austin Hwy,San Antonio,TX,78209,29.488814,-98.447283,target,5,4,4,3,"San Antonio, TX",Texas
746 NW Loop 410,San Antonio,TX,78216-5609,29.517056,-98.504488,target,5,4,4,3,"San Antonio, TX",Texas
11311 Bandera Rd,San Antonio,TX,78250-6812,29.547842,-98.663965,target,5,4,4,3,"San Antonio, TX",Texas
13700 San Pedro Ave,San Antonio,TX,78232-4332,29.565135,-98.479886,target,5,4,4,3,"San Antonio, TX",Texas
8234 Agora Pkwy,Selma,TX,78154-1304,29.568997,-98.327098,target,5,4,4,3,"Selma, TX",Texas
17502 La Cantera Pkwy,San Antonio,TX,78257-8202,29.606476,-98.597432,target,5,4,4,3,"San Antonio, TX",Texas
18255 Blanco Rd,San Antonio,TX,78258-4585,29.611833,-98.510142,target,5,4,4,3,"San Antonio, TX",Texas
22832 US Highway 281 N,San Antonio,TX,78258-7430,29.653311,-98.445034,target,5,4,4,3,"San Antonio, TX",Texas
135 Creekside Way,New Braunfels,TX,78130-6248,29.73089,-98.073444,target,5,4,4,3,"New Braunfels, TX",Texas
700 Barnes Dr,San Marcos,TX,78666-6187,29.846426,-97.970298,target,5,4,4,3,"San Marcos, TX",Texas
5188 Kyle Center Dr,Kyle,TX,78640-6137,30.011692,-97.864363,target,5,4,4,3,"Kyle, TX",Texas
9500 S IH 35,Austin,TX,78748-1753,30.162592,-97.793568,target,5,4,4,3,"Austin, TX",Texas
2473 Hackworth Rd,Adamsville,AL,35214,33.5794852,-86.925034,walmart,4,2,3,4,"Adamsville, AL",Alabama
1991 M. L. King Jr.,Andalusia,AL,36420,31.3080607,-86.482424,walmart,4,2,3,4,"Andalusia, AL",Alabama
5560 Mcclellan Blvd,Anniston,AL,36206,33.719949150000005,-85.82013466318661,walmart,4,2,3,4,"Anniston, AL",Alabama
911 N Main St,Atmore,AL,36502,31.0379679,-87.4951729,walmart,4,2,3,4,"Atmore, AL",Alabama
973 Gilbert Ferry Rd Se,Attalla,AL,35954,33.99687250547051,-86.09729625114996,walmart,4,2,3,4,"Attalla, AL",Alabama
750 Academy Dr,Bessemer,AL,35022,33.361719,-87.001921,walmart,4,2,3,4,"Bessemer, AL",Alabama
2578 Douglas Ave,Brewton,AL,36426,31.148441,-87.063735,walmart,4,2,3,4,"Brewton, AL",Alabama
16077 Highway 280,Chelsea,AL,35043,33.355379,-86.569367,walmart,4,2,3,4,"Chelsea, AL",Alabama
1415 7th St S,Clanton,AL,35045,32.816741,-86.609419,walmart,4,2,3,4,"Clanton, AL",Alabama
27520 Us Highway 98,Daphne,AL,36526,30.62513785,-87.90464215524028,walmart,4,2,3,4,"Daphne, AL",Alabama
600 Boll Weevil Cir,Enterprise,AL,36330,31.3157087,-85.8265113,walmart,4,2,3,4,"Enterprise, AL",Alabama
3176 S Eufaula Ave,Eufaula,AL,36027,31.8434475,-85.1709912432456,walmart,4,2,3,4,"Eufaula, AL",Alabama
10040 County Road 48,Fairhope,AL,36532,30.5223154,-87.84885430002609,walmart,4,2,3,4,"Fairhope, AL",Alabama
2200 S Mckenzie St,Foley,AL,36535,30.385797,-87.683386,walmart,4,2,3,4,"Foley, AL",Alabama
2001 Glenn Blvd Sw,Fort Payne,AL,35968,34.4402072,-85.7619217,walmart,4,2,3,4,"Fort Payne, AL",Alabama
340 E Meighan Blvd,Gadsden,AL,35903,34.012791,-85.98725188494284,walmart,4,2,3,4,"Gadsden, AL",Alabama
890 Odum Rd,Gardendale,AL,35071,33.646152,-86.82334145172555,walmart,4,2,3,4,"Gardendale, AL",Alabama
1608 W Magnolia Ave,Geneva,AL,36340,31.051472,-85.899404,walmart,4,2,3,4,"Geneva, AL",Alabama
501 Willow Ln,Greenville,AL,36037,31.849507,-86.647223,walmart,4,2,3,4,"Greenville, AL",Alabama
170 E Fort Morgan Rd,Gulf Shores,AL,36542,30.2673251,-87.68616791351502,walmart,4,2,3,4,"Gulf Shores, AL",Alabama
1706 Military St S,Hamilton,AL,35570,34.1196685,-87.99234677025001,walmart,4,2,3,4,"Hamilton, AL",Alabama
335 Helena Marketplace,Helena,AL,35080,49.629622,20.6807882,walmart,4,2,3,4,"Helena, AL",Alabama
209 Lakeshore Pkwy,Homewood,AL,35209,33.4471,-86.821,walmart,4,2,3,4,"Homewood, AL",Alabama
1007 Red Farmer Dr,Hueytown,AL,35023,33.460574,-86.96832,walmart,4,2,3,4,"Hueytown, AL",Alabama
1625 Pelham Rd S,Jacksonville,AL,36265,33.788131199999995,-85.76505004234528,walmart,4,2,3,4,"Jacksonville, AL",Alabama
8551 Whitfield Ave,Leeds,AL,35094,33.5620825,-86.51865480272144,walmart,4,2,3,4,"Leeds, AL",Alabama
145 Kelley Blvd,Millbrook,AL,36054,32.493877,-86.398425,walmart,4,2,3,4,"Millbrook, AL",Alabama
3371 S Alabama Ave,Monroeville,AL,36460,31.47998284042553,-87.33335842553191,walmart,4,2,3,4,"Monroeville, AL",Alabama
301 Avalon Ave,Muscle Shoals,AL,35661,34.74483380651876,-87.67408447534253,walmart,4,2,3,4,"Muscle Shoals, AL",Alabama
2453 2nd Ave E,Oneonta,AL,35121,33.971218,-86.446599,walmart,4,2,3,4,"Oneonta, AL",Alabama
2900 Pepperell Pkwy,Opelika,AL,36801,32.6375257,-85.4224689,walmart,4,2,3,4,"Opelika, AL",Alabama
92 Plaza Ln,Oxford,AL,36203,33.5989373,-85.83237863110085,walmart,4,2,3,4,"Oxford, AL",Alabama
1537 S Us Highway 231,Ozark,AL,36360,31.4446853,-85.6502867,walmart,4,2,3,4,"Ozark, AL",Alabama
2181 Pelham Pkwy,Pelham,AL,35124,33.340851,-86.791181,walmart,4,2,3,4,"Pelham, AL",Alabama
165 Vaughan Ln,Pell City,AL,35125,33.60952755,-86.27714242422022,walmart,4,2,3,4,"Pell City, AL",Alabama
1903 Cobbs Ford Rd,Prattville,AL,36066,32.463123,-86.416339,walmart,4,2,3,4,"Prattville, AL",Alabama
13675 Highway 43,Russellville,AL,35653,34.509776,-87.717294,walmart,4,2,3,4,"Russellville, AL",Alabama
1095 Industrial Pkwy,Saraland,AL,36571,30.79943025,-88.09702181633796,walmart,4,2,3,4,"Saraland, AL",Alabama
24833 John T Reid Pkwy,Scottsboro,AL,35768,34.66862265,-86.00601902391055,walmart,4,2,3,4,"Scottsboro, AL",Alabama
7855 Moffett Rd,Semmes,AL,36575,30.76174895,-88.22948572483881,walmart,4,2,3,4,"Semmes, AL",Alabama
160 Springville Station Blvd,Springville,AL,35146,33.7798421,-86.43295203209726,walmart,4,2,3,4,"Springville, AL",Alabama
690 Highway 78,Sumiton,AL,35148,33.7453936,-87.04175147776701,walmart,4,2,3,4,"Sumiton, AL",Alabama
41301 Us Highway 280,Sylacauga,AL,35150,33.1872303,-86.2894329,walmart,4,2,3,4,"Sylacauga, AL",Alabama
214 Haynes St,Talladega,AL,35160,33.438556,-86.080265,walmart,4,2,3,4,"Talladega, AL",Alabama
2190 Gilmer Avenue,Tallassee,AL,36078,32.56456200588235,-85.93164051176471,walmart,4,2,3,4,"Tallassee, AL",Alabama
7320 Theodore Dawes Rd,Theodore,AL,36582,30.563659,-88.213981,walmart,4,2,3,4,"Theodore, AL",Alabama
5919 Trussville Crossings Pkwy,Trussville,AL,35235,33.638953,-86.629165,walmart,4,2,3,4,"Trussville, AL",Alabama
3501 20th Ave,Valley,AL,36854,32.835031,-85.178726,walmart,4,2,3,4,"Valley, AL",Alabama
